U/t,Double Occupancy
0.0,0.06249999999999998
0.42105263157894735,0.05478952035988342
0.8421052631578947,0.0480661830948448
1.263157894736842,0.04224791149909598
1.6842105263157894,0.037235916014304773
2.1052631578947367,0.03292786837798116
2.526315789473684,0.02922607188787808
2.9473684210526314,0.026041781083852054
3.3684210526315788,0.023296918282693185
3.789473684210526,0.020924210365165046
4.2105263157894735,0.018866472309888267
4.631578947368421,0.035894232634410134
5.052631578947368,0.03215543711284284
5.473684210526315,0.028897753671668025
5.894736842105263,0.026055299669077724
6.315789473684211,0.02357009430731168
6.7368421052631575,0.02139182277186404
7.157894736842104,0.01947722907282344
7.578947368421052,0.017789348959181175
8.0,0.016296705430328903
